PC1,PC2,PC3
-1.426955059328829,-0.04937798527128472,0.36491842729202967
-1.426955059328825,-0.04937798527128995,0.36491842729203383
-1.4269550593288252,-0.049377985271284716,0.364918427292035
-1.4269550593288252,-0.04937798527128478,0.3649184272920337
-0.3838011276808864,-0.21243571500568076,-1.174970925503541
-1.4269550593288252,-0.04937798527128462,0.36491842729203333
0.9729663502727062,0.04392443978661858,-1.5809843106137813
0.9729663502727062,0.04392443978661858,-1.5809843106137813
0.9729663502727062,0.04392443978661858,-1.5809843106137813
0.9729663502727062,0.04392443978661858,-1.5809843106137813
0.9729663502727062,0.04392443978661858,-1.5809843106137813
-1.604288650247617,-0.04874563549460615,0.43396512920729363
-1.604288650247617,-0.04874563549460615,0.43396512920729363
0.506312310591894,0.04558847070286731,-1.3992876438488906
-1.0193279526195567,-0.050831533403706726,0.20620451875552961
-1.0193279526195567,-0.050831533403706726,0.20620451875552961
-0.6006966672508414,-0.21166229218545216,-1.0905203620776052
-0.6006966672508414,-0.21166229218545216,-1.0905203620776052
-0.6006966672508414,-0.21166229218545216,-1.0905203620776052
-0.6006966672508414,-0.21166229218545216,-1.0905203620776052
-1.4269550593288252,-0.04937798527128463,0.3649184272920334
-1.4269550593288252,-0.04937798527128463,0.3649184272920334
-0.7452936936308115,-0.2111466769719666,-1.0342199864603154
-1.781748637168489,-0.04811283500532834,0.5030610447376038
-1.5451353212739931,-0.04895656899103201,0.4109331573638568
-0.8438825752535183,-0.21079512114459012,-0.9958333667212539
-0.8438825752535183,-0.21079512114459012,-0.9958333667212539
-0.8438825752535183,-0.21079512114459012,-0.9958333667212539
1.0523036291705699,-0.26860407967031213,3.052791276124851
1.0523036291705699,-0.26860407967031213,3.052791276124851
1.952836975779257,-0.01778322724142824,-0.21586397855271647
2.222225024426691,-0.2727758754885134,2.597270055221323
2.222225024426691,-0.2727758754885134,2.597270055221323
2.222225024426691,-0.2727758754885134,2.597270055221323
-0.32920578126060884,-0.053292424195342296,-0.06250181941789971
-0.32920578126060884,-0.053292424195342296,-0.06250181941789971
-1.49912717651673,-0.04912062837714113,0.39301940148562825
