PC1,PC2
-1.4269550593288165,-0.049377985271286486
-1.426955059328824,-0.04937798527129288
-1.4269550593288243,-0.04937798527128944
-1.4269550593288243,-0.04937798527129156
-0.38380112768088503,-0.21243571500567313
-1.4269550593288243,-0.049377985271286444
0.9729663502727054,0.04392443978662672
0.9729663502727054,0.04392443978662672
0.9729663502727054,0.04392443978662672
0.9729663502727054,0.04392443978662672
0.9729663502727054,0.04392443978662672
-1.604288650247615,-0.0487456354946087
-1.604288650247615,-0.0487456354946087
0.506312310591894,0.04558847070287372
-1.0193279526195562,-0.050831533403706865
-1.0193279526195562,-0.050831533403706865
-0.6006966672508396,-0.21166229218544577
-0.6006966672508396,-0.21166229218544577
-0.6006966672508396,-0.21166229218544577
-0.6006966672508396,-0.21166229218544577
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-0.7452936936308094,-0.2111466769719608
-1.7817486371684883,-0.04811283500533176
-1.545135321273992,-0.048956568991034365
-0.8438825752535161,-0.2107951211445846
-0.8438825752535161,-0.2107951211445846
-0.8438825752535161,-0.2107951211445846
1.0523036291705705,-0.26860407967032934
1.0523036291705705,-0.26860407967032934
1.952836975779257,-0.017783227241426433
2.22222502442669,-0.27277587548852594
2.22222502442669,-0.27277587548852594
2.22222502442669,-0.27277587548852594
-0.3292057812606096,-0.05329242419533948
-0.3292057812606096,-0.05329242419533948
-1.4991271765167287,-0.04912062837714318
-1.4991271765167287,-0.04912062837714318
1.8608206862647305,-0.017455108469208808
1.8608206862647305,-0.017455108469208808
-0.19319595654365201,-0.21311538960526694
-0.19319595654365201,-0.21311538960526694
-1.0193279526195562,-0.050831533403706865
-1.0981990579177214,-0.05055028874180598
0.1513041089621848,-0.20717765730417728
-1.249368676405872,-0.05001123647316267
-1.249368676405872,-0.05001123647316267
-1.249368676405872,-0.05001123647316267
-0.5263835445060229,-0.052589312540587296
-0.27381154072674735,0.20770826751832488
-0.27381154072674735,0.20770826751832488
0.3440121174422145,0.20550518433343462
0.3440121174422145,0.20550518433343462
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
2.4392087917846093,-0.019517569323148538
2.071143633726505,-0.018205094234277838
3.3075016163900504,-0.17478558868633218
-1.4269550593288243,-0.04937798527128647
-0.3921181986739953,0.20813013451117618
-0.3921181986739953,0.20813013451117618
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.3150945974876764,-0.04977686592157857
-0.40351890400542617,-0.212365403840198
-1.4269550593288243,-0.04937798527128647
-1.6197089625014238,-0.04869064855750637
-1.6197089625014238,-0.04869064855750637
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.6765871634376002,-0.048487827887866236
-1.6765871634376002,-0.048487827887866236
-0.5152529698444938,-0.21196697390250505
-1.5517079133821723,-0.04893313193587595
-1.5517079133821723,-0.04893313193587595
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
0.046142635231297656,-0.20680266442164277
0.046142635231297656,-0.20680266442164277
-1.0279151542825682,-0.2101388836001492
-1.0279151542825682,-0.2101388836001492
-1.0279151542825682,-0.2101388836001492
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.6831597555457811,-0.048464390832707864
-0.3772285355727044,-0.21245915206083152
-0.3772285355727044,-0.21245915206083152
-1.4269550593288243,-0.04937798527128647
0.6377641527555028,0.045119729599705664
0.6377641527555028,0.045119729599705664
-1.3479575580285788,-0.04965968064578655
-1.3479575580285788,-0.04965968064578655
-1.3479575580285788,-0.04965968064578655
0.3222797315628414,0.046244708247309065
-1.4269550593288243,-0.04937798527128647
-0.2693417859613637,-0.20567768577403908
-0.2693417859613637,-0.20567768577403908
3.2832258575121602,-0.015361053214097435
3.2832258575121602,-0.015361053214097435
3.0729029100503857,-0.014611067449028651
3.243790304863078,-0.015220430883147335
0.4097380385240191,0.2052708137818506
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.3019494132713156,-0.04982374003189537
-1.3019494132713156,-0.04982374003189537
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
-1.236223492189511,-0.050058110583479414
-1.236223492189511,-0.050058110583479414
-1.545135321273992,-0.048956568991034365
-1.4268286633267437,-0.04937843598388564
-0.5852975089921469,23.849557404067824
-1.873764926683014,-0.04778471623311404
-1.873764926683014,-0.04778471623311404
-1.4269550593288243,-0.04937798527128647
-1.4269550593288243,-0.04937798527128647
